City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,kapit,MY,2022-02-05 02:33:29,2.0167,112.9333,85.35,66,100,1.95
285,tsumeb,NA,2022-02-05 02:33:29,-19.2333,17.7167,67.55,81,100,2.37
286,sinnamary,GF,2022-02-05 02:33:30,5.3833,-52.95,75.7,90,95,8.39
287,acajutla,SV,2022-02-05 02:33:30,13.5928,-89.8275,78.8,77,41,8.88
288,kushiro,JP,2022-02-05 02:33:31,42.975,144.3747,25.75,63,20,5.75
289,sept-iles,CA,2022-02-05 02:33:31,50.2001,-66.3821,-0.94,64,100,5.01
290,roma,US,2022-02-05 02:33:31,43.2128,-75.4557,15.39,88,100,4.61
291,sibu,MY,2022-02-05 02:33:32,2.3,111.8167,84.51,79,40,5.01
292,pokhara,NP,2022-02-05 02:33:32,28.2333,83.9833,47.3,83,96,3.29
293,tarauaca,BR,2022-02-05 02:33:33,-8.1614,-70.7656,71.98,99,99,2.59
294,carman,CA,2022-02-05 02:33:33,49.4992,-98.0016,-4.88,71,99,9.22
295,lebu,CL,2022-02-05 02:30:37,-37.6167,-73.65,57.76,85,78,17.02
296,guerrero negro,MX,2022-02-05 02:30:52,27.9769,-114.0611,60.53,35,0,1.88
297,ozernovskiy,RU,2022-02-05 02:33:34,51.5,156.5167,30.13,77,93,3.4
298,farafangana,MG,2022-02-05 02:33:34,-22.8167,47.8333,77.5,91,100,19.3
299,biltine,TD,2022-02-05 02:33:34,14.5333,20.9167,60.42,23,5,18.41
300,yaviza,PA,2022-02-05 02:33:35,8.1537,-77.6931,72.75,96,17,1.05
301,belyy yar,RU,2022-02-05 02:33:35,53.6039,91.3903,-20.31,76,20,2.24
302,salisbury,GB,2022-02-05 02:33:36,51.0693,-1.7957,39.65,89,2,10.36
303,cap malheureux,MU,2022-02-05 02:31:06,-19.9842,57.6142,80.47,82,100,8.99
304,eresos,GR,2022-02-05 02:33:36,39.1667,25.9333,43.88,59,1,3.29
305,isangel,VU,2022-02-05 02:33:37,-19.55,169.2667,75.18,93,100,13.33
306,bonthe,SL,2022-02-05 02:33:37,7.5264,-12.505,74.82,85,10,1.16
307,ahipara,NZ,2022-02-05 02:33:37,-35.1667,173.1667,71.1,96,91,14.23
308,pamantingan,PH,2022-02-05 02:33:38,6.7044,124.4589,80.13,65,100,7.02
309,vuktyl,RU,2022-02-05 02:33:38,63.8567,57.3094,-5.67,100,91,2.24
310,harrison,US,2022-02-05 02:33:39,30.4091,-89.0436,37.45,89,100,17.27
311,san ignacio,BZ,2022-02-05 02:33:39,17.1561,-89.0714,73.54,88,75,11.5
312,sauda,NO,2022-02-05 02:33:39,59.6506,6.3542,41.68,89,100,10.69
313,thompson,CA,2022-02-05 02:33:40,55.7435,-97.8558,-20.04,76,0,5.75
314,mingaora,PK,2022-02-05 02:33:40,34.7758,72.3625,38.95,30,0,6.53
315,onguday,RU,2022-02-05 02:33:41,50.75,86.15,-6.41,95,5,3.06
316,novikovo,RU,2022-02-05 02:33:41,51.1537,37.8879,2.75,98,63,5.37
317,saint-pierre,RE,2022-02-05 02:33:42,-21.3393,55.4781,80.24,83,100,4.61
318,bay saint louis,US,2022-02-05 02:33:42,30.3088,-89.33,36.14,89,100,12.66
319,tingo maria,PE,2022-02-05 02:33:43,-9.2895,-76.0088,69.17,95,32,1.9
320,huron,US,2022-02-05 02:33:43,41.1501,-82.5499,17.69,98,98,5.64
321,port macquarie,AU,2022-02-05 02:34:44,-31.4333,152.9167,75.88,58,91,14.41
322,vaitape,PF,2022-02-05 02:34:45,-16.5167,-151.75,80.62,75,62,13.33
323,morgan city,US,2022-02-05 02:33:00,29.6994,-91.2068,37.99,75,75,13.8
324,zhuhai,CN,2022-02-05 02:34:45,22.2769,113.5678,60.98,71,40,17.27
325,flinders,AU,2022-02-05 02:32:02,-34.5833,150.8552,76.17,59,62,10.0
326,vila franca do campo,PT,2022-02-05 02:34:46,37.7167,-25.4333,59.2,78,100,8.59
327,karpathos,GR,2022-02-05 02:34:46,35.507,27.2132,51.76,66,1,27.63
328,sambava,MG,2022-02-05 02:34:47,-14.2667,50.1667,75.92,81,100,5.08
329,korem,ET,2022-02-05 02:34:47,12.5058,39.5228,48.58,28,5,1.25
330,henties bay,NA,2022-02-05 02:34:48,-22.116,14.2845,66.85,84,100,4.21
331,robertsport,LR,2022-02-05 02:34:48,6.7533,-11.3686,78.33,83,9,2.82
332,shirgaon,IN,2022-02-05 02:34:48,19.7,72.7,66.22,45,80,4.25
333,labuhan,ID,2022-02-05 02:30:35,-6.8844,112.2051,84.27,71,32,8.48
334,san ramon,US,2022-02-05 02:30:06,37.7799,-121.978,57.04,62,0,4.61
335,kruisfontein,ZA,2022-02-05 02:30:28,-34.0033,24.7314,64.89,78,63,4.03
336,wanxian,CN,2022-02-05 02:34:49,30.8039,108.3897,52.21,53,99,7.23
337,sola,VU,2022-02-05 02:34:49,-13.8833,167.55,82.54,77,100,21.34
338,nouakchott,MR,2022-02-05 02:34:50,18.0858,-15.9785,66.13,38,0,11.12
339,kidal,ML,2022-02-05 02:34:50,18.4411,1.4078,57.02,18,0,11.23
340,aklavik,CA,2022-02-05 02:34:51,68.2191,-135.0107,-21.17,90,6,17.67
341,beloha,MG,2022-02-05 02:34:51,-25.1667,45.05,74.25,87,34,13.82
342,bonfim,BR,2022-02-05 02:34:52,3.0833,-59.95,77.95,73,100,6.22
343,clyde river,CA,2022-02-05 02:34:52,70.4692,-68.5914,-12.77,77,0,14.97
344,mount gambier,AU,2022-02-05 02:34:53,-37.8333,140.7667,75.11,41,40,8.05
345,dakoro,NE,2022-02-05 02:34:53,14.5106,6.765,55.96,20,0,14.34
346,sibolga,ID,2022-02-05 02:34:53,1.7427,98.7792,81.63,70,100,0.76
347,homer,US,2022-02-05 02:34:54,59.6425,-151.5483,33.67,86,0,5.75
348,bezhetsk,RU,2022-02-05 02:34:54,57.7851,36.6965,1.89,100,98,4.56
349,mersing,MY,2022-02-05 02:34:55,2.4312,103.8405,82.31,78,40,9.22
350,baijiantan,CN,2022-02-05 02:34:55,45.6333,85.1833,3.38,90,48,1.34
351,tadine,NC,2022-02-05 02:34:56,-21.55,167.8833,81.05,86,98,16.37
352,acapulco,MX,2022-02-05 02:31:41,16.8634,-99.8901,76.82,78,20,2.3
353,balykshi,KZ,2022-02-05 02:34:56,47.0667,51.8667,32.0,100,100,13.42
354,talnakh,RU,2022-02-05 02:34:56,69.4865,88.3972,-7.64,97,92,4.7
355,pisco,PE,2022-02-05 02:34:57,-13.7,-76.2167,66.25,82,0,9.22
356,olafsvik,IS,2022-02-05 02:34:57,64.8945,-23.7142,27.23,65,100,22.55
357,tres lagoas,BR,2022-02-05 02:34:58,-20.7511,-51.6783,74.05,87,100,2.91
358,quatre cocos,MU,2022-02-05 02:34:58,-20.2078,57.7625,80.1,86,99,19.28
359,zhangjiakou,CN,2022-02-05 02:34:58,40.81,114.8794,14.02,43,1,6.04
360,calabozo,VE,2022-02-05 02:34:59,8.9242,-67.4293,83.66,37,72,7.49
361,penzance,GB,2022-02-05 02:34:59,50.1186,-5.5371,45.77,66,6,16.04
362,maneadero,MX,2022-02-05 02:35:00,31.7167,-116.5667,60.19,47,6,3.0
363,bogande,BF,2022-02-05 02:35:00,12.9714,-0.1436,64.06,15,2,9.42
364,edgewater,US,2022-02-05 02:30:53,28.9889,-80.9023,74.01,83,75,9.22
365,kununurra,AU,2022-02-05 02:35:00,-15.7667,128.7333,80.58,89,100,6.91
366,kahului,US,2022-02-05 02:35:01,20.8947,-156.47,83.46,73,40,14.97
367,brownsville,US,2022-02-05 02:35:01,25.9018,-97.4975,44.58,54,100,8.01
368,boma,GH,2022-02-05 02:36:02,7.0805,-2.1697,68.99,78,3,1.16
369,birin,NP,2022-02-05 02:36:02,26.8865,88.0718,41.25,91,100,3.04
370,buin,CL,2022-02-05 02:36:03,-33.7333,-70.75,72.73,61,0,1.72
371,dikson,RU,2022-02-05 02:36:03,73.5069,80.5464,-1.71,92,100,4.99
372,marsa matruh,EG,2022-02-05 02:36:03,31.3525,27.2453,53.98,67,10,14.63
373,nemuro,JP,2022-02-05 02:36:04,43.3236,145.575,27.03,63,6,15.55
374,port augusta,AU,2022-02-05 02:36:04,-32.5,137.7667,88.7,19,7,7.96
375,patrocinio,BR,2022-02-05 02:36:05,-18.9439,-46.9925,66.69,92,90,0.58
376,mount darwin,ZW,2022-02-05 02:36:05,-16.7725,31.5838,64.81,96,100,0.49
377,ekhabi,RU,2022-02-05 02:36:06,53.5102,142.9671,3.11,94,100,21.54
378,luba,GQ,2022-02-05 02:36:06,3.4568,8.5547,75.09,84,37,5.12
379,winder,US,2022-02-05 02:36:07,33.9926,-83.7202,42.37,86,40,11.5
380,banjar,ID,2022-02-05 02:36:07,-8.19,114.9675,82.26,68,50,4.29
381,lodwar,KE,2022-02-05 02:36:08,3.1191,35.5973,84.67,36,81,4.34
382,hammerfest,NO,2022-02-05 02:36:08,70.6634,23.6821,18.05,79,100,8.05
383,balkanabat,TM,2022-02-05 02:36:08,39.5108,54.3671,50.95,63,87,6.62
384,igrim,RU,2022-02-05 02:36:09,63.1906,64.4162,-13.79,100,85,2.28
385,cherepanovo,RU,2022-02-05 02:36:09,54.2222,83.381,-1.73,93,84,8.32
386,san carlos de bariloche,AR,2022-02-05 02:36:10,-41.1456,-71.3082,58.75,67,75,11.5
387,aljezur,PT,2022-02-05 02:36:10,37.3191,-8.8033,50.72,90,37,7.67
388,lagos,NG,2022-02-05 02:36:04,6.5833,3.75,80.92,92,0,2.93
389,huescar,ES,2022-02-05 02:36:11,37.811,-2.5412,49.12,63,100,2.8
390,sinnar,SD,2022-02-05 02:36:11,13.5691,33.5672,64.15,18,72,14.0
391,saint-francois,FR,2022-02-05 02:36:11,46.4154,3.9054,40.68,92,100,12.66
392,gat,IL,2022-02-05 02:36:01,31.61,34.7642,52.39,100,83,11.72
393,san patricio,US,2022-02-05 02:35:38,28.017,-97.5169,42.84,72,6,13.98
394,zarinsk,RU,2022-02-05 02:36:12,53.7074,84.9493,-3.1,99,95,4.12
395,nova olinda do norte,BR,2022-02-05 02:36:13,-3.8881,-59.0942,72.37,96,100,2.26
396,jieshi,CN,2022-02-05 02:36:13,22.8134,115.8257,54.95,68,66,9.73
397,carlsbad,US,2022-02-05 02:36:13,33.1581,-117.3506,63.75,41,0,1.99
398,alofi,NU,2022-02-05 02:36:14,-19.0595,-169.9187,76.89,94,100,8.05
399,huizhou,CN,2022-02-05 02:36:14,23.0833,114.4,52.29,64,100,7.18
400,bud,US,2022-02-05 02:33:25,39.447,-86.1758,19.89,85,88,6.76
401,husavik,IS,2022-02-05 02:36:15,66.0449,-17.3389,10.31,92,100,7.87
402,tucurui,BR,2022-02-05 02:36:15,-3.7661,-49.6725,72.82,97,99,4.21
403,niquero,CU,2022-02-05 02:36:16,20.0431,-77.5828,74.21,70,6,17.18
404,haapiti,PF,2022-02-05 02:36:16,-17.5667,-149.8667,83.93,74,73,13.8
405,salta,AR,2022-02-05 02:36:16,-24.7859,-65.4117,64.99,94,100,4.0
406,san quintin,MX,2022-02-05 02:36:17,30.4833,-115.95,56.75,56,5,3.36
407,verkhnevilyuysk,RU,2022-02-05 02:36:17,63.4453,120.3167,-13.0,92,84,2.35
408,broken hill,AU,2022-02-05 02:36:18,-31.95,141.4333,80.31,32,29,13.8
409,cockburn town,TC,2022-02-05 02:36:18,21.4612,-71.1419,75.76,73,0,17.52
410,vanimo,PG,2022-02-05 02:36:19,-2.6741,141.3028,85.8,68,53,9.28
411,semenivka,UA,2022-02-05 02:36:19,52.1783,32.5818,0.32,100,100,3.96
412,coquimbo,CL,2022-02-05 02:36:19,-29.9533,-71.3436,64.13,82,0,4.61
413,iseyin,NG,2022-02-05 02:37:20,7.9667,3.6,73.99,35,0,3.6
414,fairbanks,US,2022-02-05 02:34:24,64.8378,-147.7164,7.09,63,100,0.0
415,grand island,US,2022-02-05 02:37:21,40.925,-98.342,25.09,53,0,1.01
416,torbay,CA,2022-02-05 02:37:21,47.6666,-52.7314,33.76,96,100,12.66
417,asau,RO,2022-02-05 02:37:21,46.4333,26.4,22.28,74,41,6.15
418,alibag,IN,2022-02-05 02:37:22,18.6411,72.8792,69.87,68,25,4.05
419,morros,BR,2022-02-05 02:37:22,-9.4467,-46.3003,74.8,60,100,2.08
420,grand gaube,MU,2022-02-05 02:37:23,-20.0064,57.6608,80.38,82,99,11.99
421,monrovia,LR,2022-02-05 02:37:23,6.3005,-10.7969,77.97,83,12,1.41
422,la rioja,ES,2022-02-05 02:37:23,42.25,-2.5,38.05,91,100,2.82
423,lachhmangarh,IN,2022-02-05 02:37:24,27.8214,75.0251,52.95,52,0,5.5
424,dudinka,RU,2022-02-05 02:33:34,69.4058,86.1778,-2.42,96,95,6.04
425,kerman,IR,2022-02-05 02:37:24,30.2832,57.0788,44.46,39,0,4.61
426,salvador,SV,2022-02-05 02:37:25,13.8333,-88.9167,72.05,71,90,2.26
427,namibe,AO,2022-02-05 02:37:25,-15.1961,12.1522,70.48,69,17,6.29
428,beatrice,US,2022-02-05 02:37:25,40.2681,-96.747,22.44,38,0,5.75
429,dubti,ET,2022-02-05 02:37:26,11.7361,41.0853,72.21,45,73,2.91
430,palafrugell,ES,2022-02-05 02:37:26,41.9174,3.1631,54.72,85,100,3.22
431,margate,GB,2022-02-05 02:37:26,51.3813,1.3862,39.88,80,1,3.0
432,petropavlovsk-kamchatskiy,RU,2022-02-05 02:37:27,53.0452,158.6483,28.99,51,20,13.42
433,cabo san lucas,MX,2022-02-05 02:37:27,22.8909,-109.9124,67.51,68,0,3.44
434,tobermory,CA,2022-02-05 02:37:28,45.2501,-81.6665,10.42,74,100,10.4
435,bushenyi,UG,2022-02-05 02:37:28,-0.5853,30.2114,61.63,75,96,1.83
436,seoul,KR,2022-02-05 02:34:58,37.5683,126.9778,26.17,32,0,10.36
437,grande prairie,CA,2022-02-05 02:37:29,55.1667,-118.8027,8.78,78,75,4.61
438,quang ngai,VN,2022-02-05 02:34:55,15.1167,108.8,70.66,92,100,7.94
439,namuac,PH,2022-02-05 02:37:29,18.6109,121.1657,73.58,84,100,17.45
440,pontes e lacerda,BR,2022-02-05 02:37:30,-15.2261,-59.3353,72.3,91,27,2.53
441,teya,RU,2022-02-05 02:37:30,60.3778,92.6267,18.37,90,100,8.52
442,kimberley,ZA,2022-02-05 02:34:28,-28.7323,24.7623,60.49,94,0,4.61
443,tambilil,PH,2022-02-05 02:37:30,5.9622,124.6697,87.12,59,96,1.7
444,san juan,AR,2022-02-05 02:37:31,-31.5375,-68.5364,78.98,29,0,6.6
445,iberia,US,2022-02-05 02:37:31,29.9502,-91.7507,38.05,75,100,17.27
446,kloulklubed,PW,2022-02-05 02:37:32,7.0419,134.2556,82.9,81,33,18.05
447,stranraer,GB,2022-02-05 02:37:32,54.9023,-5.0273,38.46,80,75,23.24
448,mendi,PG,2022-02-05 02:37:32,-6.1761,143.6513,74.16,44,97,6.2
449,paignton,GB,2022-02-05 02:37:33,50.4357,-3.5679,40.15,92,5,4.0
450,nanpiao,CN,2022-02-05 02:37:33,41.0982,120.7479,20.26,53,0,7.92
451,kuching,MY,2022-02-05 02:37:34,1.55,110.3333,84.42,79,20,3.44
452,chuy,UY,2022-02-05 02:37:34,-33.6971,-53.4616,68.81,94,16,4.56
453,qala,AZ,2022-02-05 02:37:35,40.4418,50.1681,42.69,87,100,23.02
454,porto walter,BR,2022-02-05 02:37:35,-8.2686,-72.7439,72.9,93,100,2.42
455,zharkent,KZ,2022-02-05 02:37:35,44.1628,80.0,26.04,54,15,1.92
456,beidao,CN,2022-02-05 02:37:36,34.5686,105.8933,28.38,76,100,3.65
457,qinggang,CN,2022-02-05 02:37:36,46.6833,126.0833,3.34,86,95,5.93
458,puerto padre,CU,2022-02-05 02:37:37,21.195,-76.6028,70.81,69,0,7.94
459,marienburg,PL,2022-02-05 02:37:37,54.0359,19.0266,41.88,96,100,16.91
460,yushan,CN,2022-02-05 02:37:37,31.3776,120.9543,46.98,50,7,9.15
461,biloela,AU,2022-02-05 02:38:38,-24.4167,150.5,85.89,32,0,14.43
462,victor harbor,AU,2022-02-05 02:38:38,-35.5667,138.6167,81.91,68,78,1.99
463,katsuura,JP,2022-02-05 02:38:39,35.1333,140.3,49.19,41,97,11.21
464,alghero,IT,2022-02-05 02:38:39,40.5589,8.3181,50.99,93,40,6.91
465,viedma,AR,2022-02-05 02:35:49,-40.8135,-62.9967,63.28,68,100,21.59
466,zhezkazgan,KZ,2022-02-05 02:38:40,47.8043,67.7144,-0.42,85,0,17.9
467,brae,GB,2022-02-05 02:38:11,60.3964,-1.353,40.91,66,100,24.63
468,palmer,US,2022-02-05 02:38:40,42.1584,-72.3287,29.75,84,100,3.0
469,yulara,AU,2022-02-05 02:38:41,-25.2406,130.9889,82.24,24,0,12.66
470,bin qirdan,TN,2022-02-05 02:38:41,33.1378,11.2197,55.53,39,16,12.12
471,nantucket,US,2022-02-05 02:35:45,41.2835,-70.0995,37.15,94,100,22.1
472,zabid,YE,2022-02-05 02:38:42,14.1951,43.3152,71.69,72,21,5.99
473,beckley,US,2022-02-05 02:37:45,37.7782,-81.1882,29.23,96,100,1.99
474,colac,AU,2022-02-05 02:38:42,-38.3333,143.5833,76.15,47,42,7.96
475,digras,IN,2022-02-05 02:38:43,20.1167,77.7167,64.11,30,92,4.92
476,provideniya,RU,2022-02-05 02:38:43,64.3833,-173.3,0.07,68,1,10.18
477,saldanha,ZA,2022-02-05 02:38:44,-33.0117,17.9442,60.85,73,0,9.33
478,samarai,PG,2022-02-05 02:38:44,-10.6167,150.6667,85.21,73,96,6.38
479,hereford,GB,2022-02-05 02:38:45,52.0568,-2.7148,40.75,85,16,7.56
480,port hardy,CA,2022-02-05 02:35:40,50.6996,-127.4199,44.76,93,100,8.05
481,chiredzi,ZW,2022-02-05 02:38:45,-21.05,31.6667,69.73,93,74,8.99
482,veraval,IN,2022-02-05 02:38:46,20.9,70.3667,65.95,59,33,1.5
483,mizdah,LY,2022-02-05 02:38:46,31.4451,12.9801,48.63,34,61,8.23
484,pizarro,CO,2022-02-05 02:38:46,4.9533,-77.366,75.43,92,24,6.71
485,tezu,IN,2022-02-05 02:38:47,27.9167,96.1667,55.27,98,100,2.55
486,ostrovnoy,RU,2022-02-05 02:36:44,68.0531,39.5131,13.86,85,100,23.24
487,nanchong,CN,2022-02-05 02:38:47,30.7951,106.0847,50.5,56,100,6.2
488,zhob,PK,2022-02-05 02:38:48,31.3411,69.4481,42.44,42,2,1.07
489,naze,JP,2022-02-05 02:38:48,28.3667,129.4833,56.32,64,98,17.29
490,shelburne,CA,2022-02-05 02:38:48,44.0787,-80.2041,6.57,85,100,7.52
491,praya,CV,2022-02-05 02:36:24,14.9215,-23.5087,70.34,78,0,16.11
492,sisimiut,GL,2022-02-05 02:38:49,66.9395,-53.6735,3.36,90,100,16.69
493,adana,TR,2022-02-05 02:38:49,36.985,35.2881,46.42,61,0,3.44
494,pahrump,US,2022-02-05 02:34:49,36.2083,-115.9839,48.06,27,0,1.99
495,ayorou,NE,2022-02-05 02:38:50,14.7308,0.9174,60.62,12,10,10.45
496,buta,CD,2022-02-05 02:38:50,2.7858,24.73,74.01,55,100,2.89
497,kibala,TD,2022-02-05 02:38:51,9.1104,18.3463,69.58,17,43,5.86
498,pamekasan,ID,2022-02-05 02:38:51,-7.1568,113.4746,84.2,73,82,8.81
499,bethel,US,2022-02-05 02:38:51,41.3712,-73.414,30.92,82,100,10.36
500,yining,CN,2022-02-05 02:38:52,29.0361,114.5636,47.46,60,1,2.62
501,chernyshevskiy,RU,2022-02-05 02:38:52,63.0128,112.4714,-15.47,98,89,2.26
502,batagay,RU,2022-02-05 02:38:52,67.6333,134.6333,-31.43,96,58,0.67
503,los llanos de aridane,ES,2022-02-05 02:34:32,28.6585,-17.9182,58.75,84,0,8.01
504,gamba,GA,2022-02-05 02:34:34,-2.65,10.0,75.09,86,100,3.85
505,mazamari,PE,2022-02-05 02:38:53,-11.3258,-74.5308,69.62,97,59,2.06
506,lexington park,US,2022-02-05 02:35:43,38.2668,-76.4538,38.88,93,100,4.0
507,gillette,US,2022-02-05 02:37:04,44.2911,-105.5022,36.52,42,0,11.01
508,hamilton,US,2022-02-05 02:39:53,39.1834,-84.5333,19.15,83,40,0.0
509,bonavista,CA,2022-02-05 02:39:54,48.6499,-53.1147,29.12,94,100,22.66
510,evensk,RU,2022-02-05 02:39:54,61.95,159.2333,15.49,53,2,14.94
511,puerto escondido,MX,2022-02-05 02:39:54,15.85,-97.0667,79.63,73,0,0.0
512,yurginskoye,RU,2022-02-05 02:39:55,56.8189,67.3921,21.83,83,100,8.68
513,mulege,MX,2022-02-05 02:39:55,26.8833,-111.9833,56.91,44,0,8.46
514,alyangula,AU,2022-02-05 02:34:58,-13.8483,136.4192,78.67,89,40,9.22
515,luanda,AO,2022-02-05 02:39:56,-8.8368,13.2343,75.34,81,99,5.53
516,kodinsk,RU,2022-02-05 02:39:56,58.6881,99.1844,17.98,94,100,6.87
517,chapais,CA,2022-02-05 02:39:56,49.7834,-74.8492,-11.42,95,100,3.36
518,jasper,US,2022-02-05 02:39:57,37.2001,-94.3502,21.25,59,0,1.01
519,kindersley,CA,2022-02-05 02:37:50,51.4668,-109.1682,20.98,86,100,8.05
520,frederikshavn,DK,2022-02-05 02:39:57,57.4407,10.5366,37.35,76,11,22.79
521,houma,US,2022-02-05 02:35:23,29.5958,-90.7195,37.99,88,100,15.39
522,aitape,PG,2022-02-05 02:39:58,-3.1374,142.3475,84.79,72,68,9.26
523,huamachuco,PE,2022-02-05 02:39:58,-7.8,-78.0667,50.68,88,100,2.44
524,zhaozhou,CN,2022-02-05 02:39:59,45.6833,125.3167,3.4,86,97,7.58
525,sidi ali,DZ,2022-02-05 02:35:58,36.0998,0.4206,53.65,58,100,1.92
526,katangli,RU,2022-02-05 02:39:59,51.7102,143.2326,8.4,85,100,18.99
527,mount isa,AU,2022-02-05 02:35:38,-20.7333,139.5,87.57,20,5,8.05
528,carutapera,BR,2022-02-05 02:40:00,-1.195,-46.02,75.54,93,100,5.39
529,lakes entrance,AU,2022-02-05 02:40:01,-37.8811,147.981,71.58,58,34,11.61
530,muros,ES,2022-02-05 02:40:01,42.7762,-9.0603,52.23,81,90,13.89
531,muswellbrook,AU,2022-02-05 02:40:01,-32.2667,150.9,74.25,47,86,15.93
532,fasa,IR,2022-02-05 02:40:02,28.9383,53.6482,43.84,81,0,6.91
533,gitarama,RW,2022-02-05 02:40:03,-2.0744,29.7567,56.66,91,100,2.24
534,songea,TZ,2022-02-05 02:40:03,-10.6833,35.65,63.19,94,100,1.52
535,voiron,FR,2022-02-05 02:40:03,45.3639,5.5921,46.58,83,79,3.27
536,khonsa,IN,2022-02-05 02:40:04,27.0167,95.5667,50.43,98,100,2.24
537,tambura,SS,2022-02-05 02:40:04,5.6,27.4667,70.66,23,100,4.79
538,cabinda,AO,2022-02-05 02:40:05,-5.55,12.2,76.14,82,50,1.68
539,tabou,CI,2022-02-05 02:40:05,4.423,-7.3528,78.31,83,34,4.83
540,ahvaz,IR,2022-02-05 02:37:52,31.3203,48.6693,57.15,54,75,6.91
541,antofagasta,CL,2022-02-05 02:36:03,-23.65,-70.4,65.48,71,4,4.59
542,berdigestyakh,RU,2022-02-05 02:40:06,62.0989,126.6992,-14.89,95,79,4.12
543,tlacotepec,MX,2022-02-05 02:40:06,20.0667,-97.8667,39.45,97,98,2.71
544,qandala,SO,2022-02-05 02:40:07,11.472,49.8728,73.54,50,1,3.27
545,tondano,ID,2022-02-05 02:40:07,1.3038,124.9112,80.69,61,96,4.83
546,shingu,JP,2022-02-05 02:40:07,33.7333,135.9833,40.19,45,11,16.8
547,oistins,BB,2022-02-05 02:40:08,13.0667,-59.5333,77.09,69,40,12.66
548,waipawa,NZ,2022-02-05 02:40:08,-41.4122,175.5153,56.44,93,100,10.0
549,pyay,MM,2022-02-05 02:40:09,18.8167,95.2167,79.27,38,21,5.37
550,wilmington,US,2022-02-05 02:40:09,34.2257,-77.9447,64.31,89,100,9.22
551,kurayoshi,JP,2022-02-05 02:40:10,35.4333,133.8167,33.71,64,100,20.18
552,road town,VG,2022-02-05 02:35:10,18.4167,-64.6167,75.0,76,100,18.99
553,rockland,US,2022-02-05 02:40:10,41.1668,-74.0496,30.49,90,100,6.08
554,tete,MZ,2022-02-05 02:40:11,-16.1564,33.5867,73.49,100,75,5.75
555,fort morgan,US,2022-02-05 02:40:11,40.2503,-103.8,28.09,63,0,6.91
556,awassa,ET,2022-02-05 02:41:11,7.05,38.4667,59.13,32,67,2.75
557,chilmari,BD,2022-02-05 02:41:12,25.5559,89.6715,57.94,89,100,5.12
558,faya,SA,2022-02-05 02:41:12,18.3851,42.4509,53.71,92,25,5.7
559,svetlogorsk,BY,2022-02-05 02:41:12,52.6333,29.7333,12.99,95,97,9.78
560,colorado springs,US,2022-02-05 02:40:00,38.8339,-104.8214,28.56,67,0,1.01
561,sao felix do xingu,BR,2022-02-05 02:41:13,-6.6447,-51.995,71.83,94,67,0.65
562,bismarck,US,2022-02-05 02:41:13,46.8083,-100.7837,12.87,73,100,13.8
563,baherden,TM,2022-02-05 02:41:14,38.4362,57.4316,52.0,33,1,7.56
564,pingzhuang,CN,2022-02-05 02:41:14,42.0372,119.2889,20.73,32,1,16.67
565,kumluca,TR,2022-02-05 02:41:14,36.3703,30.2869,37.67,40,11,7.45
566,sioux lookout,CA,2022-02-05 02:36:55,50.1001,-91.917,-3.62,76,0,2.3
567,esna,EG,2022-02-05 02:41:15,25.2934,32.554,46.42,59,0,6.58
568,broome,US,2022-02-05 02:41:15,42.2506,-75.833,16.7,88,100,4.0
